,label,no_of_words,no_of_unknown_words,length_of_text,sum_of_special_char,sum_of_digits,longest_word,has_upper_case
47,ham,0.02631578947368421,0.0,0.03193832599118943,0.020833333333333332,0.0,0.23529411764705882,False
48,ham,0.07894736842105263,0.0,0.07158590308370046,0.010416666666666666,0.0,0.2647058823529412,False
49,ham,0.17368421052631577,0.06666666666666667,0.16079295154185025,0.041666666666666664,0.0,0.2647058823529412,False
50,ham,0.06315789473684211,0.06666666666666667,0.061674008810572695,0.020833333333333332,0.0,0.20588235294117646,False
51,ham,0.12631578947368421,0.0,0.13436123348017623,0.07291666666666666,0.0,0.20588235294117646,False
52,ham,0.08947368421052632,0.0,0.08590308370044054,0.0,0.0,0.23529411764705882,False
53,ham,0.3157894736842105,0.26666666666666666,0.31607929515418504,0.07291666666666666,0.0,0.38235294117647056,False
54,spam,0.11578947368421053,0.13333333333333333,0.1299559471365639,0.041666666666666664,0.0,0.2647058823529412,True
55,ham,0.07368421052631578,0.06666666666666667,0.0814977973568282,0.03125,0.0,0.2647058823529412,True
56,spam,0.13157894736842105,0.2,0.17511013215859034,0.125,0.5106382978723404,0.3235294117647059,True
57,ham,0.03684210526315789,0.0,0.03524229074889868,0.020833333333333332,0.0,0.20588235294117646,False
58,ham,0.021052631578947368,0.0,0.022026431718061675,0.0,0.0,0.20588235294117646,False
59,ham,0.042105263157894736,0.13333333333333333,0.04185022026431719,0.03125,0.0,0.1764705882352941,False
60,ham,0.12631578947368421,0.0,0.11674008810572689,0.041666666666666664,0.02127659574468085,0.23529411764705882,False
61,ham,0.04736842105263158,0.0,0.050660792951541855,0.020833333333333332,0.0,0.2647058823529412,False
62,ham,0.031578947368421054,0.0,0.025330396475770928,0.0,0.0,0.23529411764705882,True
63,ham,0.06315789473684211,0.0,0.059471365638766524,0.020833333333333332,0.0,0.2647058823529412,False
64,ham,0.12631578947368421,0.0,0.11894273127753305,0.020833333333333332,0.0,0.20588235294117646,False
65,spam,0.14210526315789473,0.0,0.16629955947136565,0.03125,0.3191489361702128,0.3235294117647059,False
66,ham,0.12105263157894737,0.13333333333333333,0.13215859030837007,0.0625,0.0,0.2647058823529412,False
67,spam,0.13157894736842105,0.13333333333333333,0.17511013215859034,0.10416666666666666,0.44680851063829785,0.5,True
68,spam,0.08421052631578947,0.0,0.08370044052863437,0.020833333333333332,0.0,0.20588235294117646,False
69,ham,0.042105263157894736,0.0,0.03524229074889868,0.010416666666666666,0.0,0.14705882352941177,False
70,ham,0.042105263157894736,0.0,0.04845814977973569,0.09375,0.0,0.14705882352941177,False
71,ham,0.02631578947368421,0.0,0.02973568281938326,0.010416666666666666,0.0,0.23529411764705882,False
72,ham,0.05789473684210526,0.0,0.047356828193832606,0.010416666666666666,0.0,0.2647058823529412,True
73,ham,0.04736842105263158,0.0,0.04405286343612336,0.05208333333333333,0.0,0.2647058823529412,False
74,ham,0.02631578947368421,0.0,0.019823788546255508,0.03125,0.0,0.11764705882352941,False
75,ham,0.04736842105263158,0.06666666666666667,0.045154185022026436,0.020833333333333332,0.0,0.20588235294117646,False
76,ham,0.07368421052631578,0.06666666666666667,0.07819383259911895,0.020833333333333332,0.0,0.2647058823529412,False
77,ham,0.05789473684210526,0.0,0.052863436123348026,0.020833333333333332,0.0,0.20588235294117646,False
78,ham,0.042105263157894736,0.0,0.04405286343612336,0.03125,0.0,0.20588235294117646,False
79,ham,0.08947368421052632,0.0,0.0814977973568282,0.03125,0.0,0.20588235294117646,False
80,ham,0.02631578947368421,0.0,0.022026431718061675,0.010416666666666666,0.0,0.14705882352941177,False
81,ham,0.042105263157894736,0.0,0.03303964757709252,0.020833333333333332,0.0,0.11764705882352941,False
82,ham,0.05263157894736842,0.0,0.03303964757709252,0.0,0.0,0.11764705882352941,False
83,ham,0.04736842105263158,0.0,0.03744493392070485,0.0,0.0,0.14705882352941177,False
84,ham,0.015789473684210527,0.0,0.013215859030837003,0.010416666666666666,0.0,0.11764705882352941,False
85,ham,0.06315789473684211,0.06666666666666667,0.058370044052863446,0.041666666666666664,0.0,0.20588235294117646,False
86,ham,0.1368421052631579,0.06666666666666667,0.13105726872246698,0.03125,0.02127659574468085,0.20588235294117646,False
87,ham,0.17368421052631577,0.06666666666666667,0.1563876651982379,0.03125,0.0,0.23529411764705882,False
88,ham,0.05263157894736842,0.0,0.04405286343612336,0.0,0.0,0.20588235294117646,False
89,ham,0.042105263157894736,0.0,0.04295154185022027,0.05208333333333333,0.0,0.23529411764705882,False
90,ham,0.06315789473684211,0.13333333333333333,0.06607929515418504,0.03125,0.0,0.2647058823529412,False
91,ham,0.21052631578947367,0.0,0.21255506607929517,0.041666666666666664,0.0425531914893617,0.3235294117647059,False
92,ham,0.1368421052631579,0.13333333333333333,0.15308370044052866,0.020833333333333332,0.02127659574468085,0.23529411764705882,True
93,spam,0.11578947368421053,0.06666666666666667,0.15088105726872247,0.020833333333333332,0.46808510638297873,0.4117647058823529,True
94,ham,0.09999999999999999,0.06666666666666667,0.1156387665198238,0.03125,0.06382978723404255,0.2647058823529412,False
95,spam,0.1368421052631579,0.06666666666666667,0.1718061674008811,0.0625,0.3829787234042553,0.2647058823529412,True
96,ham,0.031578947368421054,0.0,0.0341409691629956,0.03125,0.0,0.23529411764705882,False
97,ham,0.06315789473684211,0.0,0.05396475770925111,0.010416666666666666,0.0,0.1764705882352941,False
98,ham,0.19473684210526315,0.0,0.19383259911894274,0.0625,0.0,0.3529411764705882,False
99,ham,0.03684210526315789,0.0,0.03193832599118943,0.0,0.0,0.2647058823529412,False
100,ham,0.06315789473684211,0.0,0.060572687224669616,0.020833333333333332,0.0,0.20588235294117646,False
101,ham,0.11052631578947368,0.0,0.08700440528634362,0.020833333333333332,0.0,0.14705882352941177,False
102,ham,0.08947368421052632,0.06666666666666667,0.0814977973568282,0.020833333333333332,0.02127659574468085,0.20588235294117646,False
103,ham,0.13157894736842105,0.2,0.17400881057268724,0.041666666666666664,0.02127659574468085,0.4411764705882353,False
104,ham,0.19999999999999998,0.13333333333333333,0.19933920704845817,0.0625,0.0,0.2647058823529412,False
105,ham,0.05263157894736842,0.2,0.04625550660792952,0.0,0.0,0.11764705882352941,False
106,ham,0.08947368421052632,0.0,0.1024229074889868,0.020833333333333332,0.0,0.2647058823529412,False
107,ham,0.05789473684210526,0.06666666666666667,0.045154185022026436,0.010416666666666666,0.0,0.14705882352941177,False
108,ham,0.07894736842105263,0.06666666666666667,0.0881057268722467,0.0,0.0,0.3235294117647059,False
109,ham,0.12631578947368421,0.0,0.12444933920704848,0.0625,0.0,0.1764705882352941,False
110,ham,0.03684210526315789,0.06666666666666667,0.030837004405286344,0.020833333333333332,0.0,0.14705882352941177,False
111,ham,0.042105263157894736,0.0,0.04185022026431719,0.010416666666666666,0.0,0.23529411764705882,False
112,ham,0.031578947368421054,0.0,0.03193832599118943,0.020833333333333332,0.0,0.1764705882352941,False
113,ham,0.12631578947368421,0.0,0.10352422907488988,0.03125,0.02127659574468085,0.1764705882352941,False
114,spam,0.1368421052631579,0.06666666666666667,0.17290748898678415,0.0625,0.46808510638297873,0.3235294117647059,True
115,ham,0.14210526315789473,0.3333333333333333,0.15528634361233482,0.13541666666666666,0.0,0.23529411764705882,False
116,ham,0.15789473684210525,0.06666666666666667,0.1696035242290749,0.08333333333333333,0.02127659574468085,0.2647058823529412,True
117,spam,0.12631578947368421,0.0,0.16629955947136565,0.0625,0.46808510638297873,0.4117647058823529,False
118,ham,0.06315789473684211,0.06666666666666667,0.07709251101321588,0.041666666666666664,0.0,0.23529411764705882,False
119,ham,0.08947368421052632,0.0,0.09251101321585904,0.05208333333333333,0.0,0.23529411764705882,False
120,spam,0.07894736842105263,0.0,0.1563876651982379,0.020833333333333332,0.7234042553191489,0.3235294117647059,True
121,spam,0.13157894736842105,0.0,0.170704845814978,0.041666666666666664,0.5531914893617021,0.3235294117647059,True
122,ham,0.05263157894736842,0.06666666666666667,0.056167400881057275,0.03125,0.0,0.20588235294117646,False
123,spam,0.12105263157894737,0.13333333333333333,0.1696035242290749,0.020833333333333332,0.46808510638297873,0.3235294117647059,False
124,ham,0.06315789473684211,0.0,0.05506607929515419,0.010416666666666666,0.0425531914893617,0.14705882352941177,False
125,ham,0.042105263157894736,0.0,0.04185022026431719,0.010416666666666666,0.0,0.20588235294117646,False
126,ham,0.021052631578947368,0.0,0.019823788546255508,0.020833333333333332,0.0,0.14705882352941177,False
127,ham,0.25789473684210523,0.26666666666666666,0.2665198237885463,0.07291666666666666,0.0,0.2647058823529412,False
128,ham,0.02631578947368421,0.0,0.022026431718061675,0.010416666666666666,0.0,0.14705882352941177,False
129,ham,0.14210526315789473,0.06666666666666667,0.1156387665198238,0.041666666666666664,0.0,0.1764705882352941,True
130,ham,0.03684210526315789,0.0,0.02863436123348018,0.041666666666666664,0.0,0.11764705882352941,False
131,ham,0.015789473684210527,0.0,0.007709251101321586,0.010416666666666666,0.0,0.11764705882352941,False
132,ham,0.031578947368421054,0.13333333333333333,0.0407488986784141,0.03125,0.0,0.29411764705882354,False
133,ham,0.021052631578947368,0.0,0.025330396475770928,0.010416666666666666,0.0,0.23529411764705882,False
134,spam,0.1368421052631579,0.13333333333333333,0.13656387665198239,0.041666666666666664,0.1702127659574468,0.23529411764705882,True
135,spam,0.14736842105263157,0.13333333333333333,0.1762114537444934,0.0625,0.2765957446808511,0.2647058823529412,True
136,ham,0.04736842105263158,0.13333333333333333,0.039647577092511016,0.020833333333333332,0.0,0.20588235294117646,False
137,ham,0.042105263157894736,0.0,0.03524229074889868,0.010416666666666666,0.0,0.14705882352941177,False
138,ham,0.04736842105263158,0.06666666666666667,0.04845814977973569,0.010416666666666666,0.0,0.29411764705882354,False
139,spam,0.1631578947368421,0.06666666666666667,0.1685022026431718,0.020833333333333332,0.10638297872340426,0.23529411764705882,True
140,ham,0.10526315789473684,0.0,0.09251101321585904,0.125,0.0,0.1764705882352941,False
141,ham,0.04736842105263158,0.0,0.0341409691629956,0.010416666666666666,0.0,0.11764705882352941,False
142,ham,0.02631578947368421,0.0,0.027533039647577095,0.020833333333333332,0.0,0.20588235294117646,False
143,ham,0.1368421052631579,0.13333333333333333,0.1696035242290749,0.0625,0.0425531914893617,0.23529411764705882,False
144,ham,0.05263157894736842,0.0,0.04405286343612336,0.020833333333333332,0.0,0.11764705882352941,False
145,ham,0.03684210526315789,0.0,0.025330396475770928,0.0,0.0,0.08823529411764705,False
146,ham,0.05263157894736842,0.0,0.050660792951541855,0.010416666666666666,0.0,0.1764705882352941,False
147,spam,0.1631578947368421,0.06666666666666667,0.17290748898678415,0.05208333333333333,0.2978723404255319,0.4411764705882353,False
148,ham,0.08947368421052632,0.06666666666666667,0.09030837004405287,0.03125,0.0,0.14705882352941177,False
149,ham,0.03684210526315789,0.0,0.0341409691629956,0.03125,0.0,0.20588235294117646,False
150,ham,0.031578947368421054,0.13333333333333333,0.030837004405286344,0.020833333333333332,0.0,0.14705882352941177,False
151,ham,0.05263157894736842,0.06666666666666667,0.047356828193832606,0.020833333333333332,0.0,0.23529411764705882,False
152,ham,0.06842105263157895,0.0,0.06277533039647577,0.010416666666666666,0.0425531914893617,0.1764705882352941,False
153,ham,0.021052631578947368,0.0,0.025330396475770928,0.0625,0.0,0.20588235294117646,False
154,ham,0.13157894736842105,0.2,0.17400881057268724,0.041666666666666664,0.02127659574468085,0.4411764705882353,False
155,ham,0.4263157894736842,0.0,0.42070484581497797,0.16666666666666666,0.0,0.29411764705882354,False
156,ham,0.02631578947368421,0.0,0.02863436123348018,0.010416666666666666,0.0,0.3235294117647059,False
157,ham,0.031578947368421054,0.0,0.027533039647577095,0.03125,0.0,0.20588235294117646,False
158,ham,0.17368421052631577,0.0,0.170704845814978,0.08333333333333333,0.0,0.2647058823529412,False
159,spam,0.09473684210526316,0.06666666666666667,0.13436123348017623,0.020833333333333332,0.23404255319148937,0.3235294117647059,False
160,spam,0.12105263157894737,0.0,0.15859030837004406,0.03125,0.425531914893617,0.38235294117647056,False
161,ham,0.13157894736842105,0.0,0.12444933920704848,0.0,0.0,0.23529411764705882,False
162,ham,0.07368421052631578,0.0,0.06828193832599119,0.03125,0.0,0.20588235294117646,False
163,ham,0.11052631578947368,0.0,0.09140969162995596,0.03125,0.0,0.20588235294117646,False
164,spam,0.14210526315789473,0.06666666666666667,0.16519823788546256,0.09375,0.2765957446808511,0.3529411764705882,True
165,spam,0.15789473684210525,0.13333333333333333,0.1685022026431718,0.05208333333333333,0.02127659574468085,0.2647058823529412,True
166,ham,0.05263157894736842,0.0,0.05396475770925111,0.010416666666666666,0.0,0.23529411764705882,False
167,spam,0.1368421052631579,0.06666666666666667,0.170704845814978,0.05208333333333333,0.3829787234042553,0.3235294117647059,True
168,ham,0.07368421052631578,0.06666666666666667,0.07929515418502203,0.020833333333333332,0.0,0.4411764705882353,False
169,ham,0.06842105263157895,0.06666666666666667,0.07158590308370046,0.020833333333333332,0.0,0.1764705882352941,False
170,ham,0.05789473684210526,0.0,0.06277533039647577,0.03125,0.0,0.29411764705882354,False
171,ham,0.05263157894736842,0.0,0.052863436123348026,0.020833333333333332,0.0,0.20588235294117646,True
172,ham,0.09999999999999999,0.06666666666666667,0.10132158590308371,0.125,0.02127659574468085,0.20588235294117646,False
173,ham,0.031578947368421054,0.0,0.0341409691629956,0.010416666666666666,0.0,0.1764705882352941,False
174,ham,0.10526315789473684,0.0,0.11343612334801763,0.0625,0.0,0.20588235294117646,False
175,ham,0.07368421052631578,0.0,0.06497797356828194,0.0625,0.0,0.1764705882352941,False
176,ham,0.07894736842105263,0.0,0.06938325991189428,0.0,0.0,0.1764705882352941,False
177,ham,0.031578947368421054,0.0,0.02643171806167401,0.010416666666666666,0.0,0.14705882352941177,False
178,ham,0.15789473684210525,0.0,0.15859030837004406,0.08333333333333333,0.0,0.20588235294117646,False
179,ham,0.08421052631578947,0.06666666666666667,0.07048458149779736,0.010416666666666666,0.0,0.1764705882352941,False
180,ham,0.1368421052631579,0.06666666666666667,0.13656387665198239,0.041666666666666664,0.0,0.29411764705882354,True
181,ham,0.1631578947368421,0.0,0.17290748898678415,0.03125,0.02127659574468085,0.29411764705882354,False
182,ham,0.031578947368421054,0.0,0.02312775330396476,0.020833333333333332,0.0,0.14705882352941177,False
183,ham,0.06842105263157895,0.0,0.06938325991189428,0.020833333333333332,0.0,0.2647058823529412,False
184,ham,0.02631578947368421,0.0,0.024229074889867842,0.020833333333333332,0.0,0.14705882352941177,False
185,ham,0.02631578947368421,0.0,0.02643171806167401,0.010416666666666666,0.0,0.20588235294117646,False
186,ham,0.14210526315789473,0.06666666666666667,0.16519823788546256,0.0625,0.0,0.23529411764705882,False
187,ham,0.03684210526315789,0.06666666666666667,0.03524229074889868,0.010416666666666666,0.0,0.20588235294117646,False
188,spam,0.12105263157894737,0.06666666666666667,0.1618942731277533,0.020833333333333332,0.46808510638297873,0.4117647058823529,True
189,ham,0.06842105263157895,0.0,0.058370044052863446,0.010416666666666666,0.0,0.14705882352941177,False
190,ham,0.09999999999999999,0.0,0.09471365638766521,0.05208333333333333,0.0,0.23529411764705882,False
191,spam,0.06842105263157895,0.06666666666666667,0.07709251101321588,0.05208333333333333,0.0425531914893617,0.3529411764705882,False
192,ham,0.21052631578947367,0.06666666666666667,0.20154185022026433,0.05208333333333333,0.0,0.23529411764705882,False
193,ham,0.031578947368421054,0.0,0.03854625550660794,0.020833333333333332,0.0,0.2647058823529412,False
194,ham,0.11578947368421053,0.0,0.12004405286343614,0.020833333333333332,0.0,0.20588235294117646,False
195,ham,0.10526315789473684,0.06666666666666667,0.09911894273127754,0.020833333333333332,0.02127659574468085,0.20588235294117646,False
196,ham,0.03684210526315789,0.06666666666666667,0.02863436123348018,0.0,0.0,0.11764705882352941,False
197,ham,0.031578947368421054,0.0,0.02863436123348018,0.0,0.0,0.20588235294117646,False
198,ham,0.07368421052631578,0.0,0.06828193832599119,0.020833333333333332,0.02127659574468085,0.20588235294117646,False
199,ham,0.15263157894736842,0.0,0.14207048458149782,0.041666666666666664,0.0,0.29411764705882354,False
200,ham,0.042105263157894736,0.0,0.04185022026431719,0.0625,0.0,0.14705882352941177,True
201,ham,0.031578947368421054,0.0,0.02863436123348018,0.03125,0.0,0.14705882352941177,False
202,ham,0.09473684210526316,0.06666666666666667,0.09030837004405287,0.0,0.0,0.23529411764705882,False
203,ham,0.14736842105263157,0.0,0.18942731277533043,0.10416666666666666,0.0,0.3529411764705882,True
204,ham,0.015789473684210527,0.0,0.024229074889867842,0.010416666666666666,0.0,0.3235294117647059,False
205,ham,0.031578947368421054,0.0,0.025330396475770928,0.010416666666666666,0.0425531914893617,0.14705882352941177,False
206,ham,0.07368421052631578,0.06666666666666667,0.06828193832599119,0.03125,0.0,0.23529411764705882,False
207,ham,0.15789473684210525,0.06666666666666667,0.1696035242290749,0.08333333333333333,0.02127659574468085,0.2647058823529412,True
208,ham,0.02631578947368421,0.2,0.02863436123348018,0.010416666666666666,0.0,0.23529411764705882,False
209,ham,0.07894736842105263,0.0,0.09251101321585904,0.020833333333333332,0.0,0.29411764705882354,True
210,ham,0.042105263157894736,0.0,0.0407488986784141,0.020833333333333332,0.0,0.14705882352941177,False
211,ham,0.07894736842105263,0.06666666666666667,0.07819383259911895,0.03125,0.0,0.2647058823529412,False
212,ham,0.031578947368421054,0.0,0.02643171806167401,0.0,0.0,0.1764705882352941,False
213,ham,0.02631578947368421,0.0,0.02312775330396476,0.041666666666666664,0.0,0.14705882352941177,False
214,ham,0.02631578947368421,0.0,0.024229074889867842,0.0625,0.0,0.08823529411764705,False
215,ham,0.031578947368421054,0.0,0.03193832599118943,0.020833333333333332,0.0,0.1764705882352941,False
216,ham,0.04736842105263158,0.0,0.061674008810572695,0.010416666666666666,0.0,0.29411764705882354,False
217,ham,0.05263157894736842,0.0,0.050660792951541855,0.020833333333333332,0.0,0.1764705882352941,False
218,ham,0.042105263157894736,0.0,0.04295154185022027,0.03125,0.0,0.23529411764705882,False
219,ham,0.03684210526315789,0.0,0.03303964757709252,0.0,0.02127659574468085,0.14705882352941177,False
220,ham,0.18947368421052632,0.0,0.17290748898678415,0.041666666666666664,0.0,0.23529411764705882,False
221,ham,0.031578947368421054,0.0,0.025330396475770928,0.020833333333333332,0.0,0.11764705882352941,False
222,ham,0.1631578947368421,0.06666666666666667,0.17511013215859034,0.05208333333333333,0.0,0.29411764705882354,False
223,ham,0.02631578947368421,0.0,0.022026431718061675,0.010416666666666666,0.0,0.14705882352941177,False
224,ham,0.1368421052631579,0.06666666666666667,0.1288546255506608,0.0625,0.0,0.23529411764705882,False
225,spam,0.11052631578947368,0.0,0.15528634361233482,0.08333333333333333,0.6595744680851063,0.3529411764705882,True
226,ham,0.06842105263157895,0.0,0.07378854625550661,0.020833333333333332,0.0,0.29411764705882354,False
227,spam,0.14736842105263157,0.2,0.14867841409691632,0.0625,0.0425531914893617,0.23529411764705882,True
228,ham,0.02631578947368421,0.06666666666666667,0.030837004405286344,0.010416666666666666,0.0,0.23529411764705882,False
229,ham,0.13157894736842105,0.06666666666666667,0.17951541850220265,0.10416666666666666,0.0,0.23529411764705882,False
230,ham,0.042105263157894736,0.0,0.03524229074889868,0.0,0.0,0.20588235294117646,False
231,ham,0.11052631578947368,0.0,0.11784140969162997,0.05208333333333333,0.0,0.3235294117647059,False
232,ham,0.042105263157894736,0.0,0.03854625550660794,0.0,0.0,0.1764705882352941,False
233,ham,0.03684210526315789,0.0,0.0341409691629956,0.010416666666666666,0.0,0.20588235294117646,False
234,ham,0.04736842105263158,0.0,0.050660792951541855,0.03125,0.0,0.2647058823529412,False
235,spam,0.15789473684210525,0.0,0.170704845814978,0.07291666666666666,0.14893617021276595,0.3235294117647059,True
236,ham,0.05263157894736842,0.0,0.052863436123348026,0.041666666666666664,0.0,0.23529411764705882,False
237,ham,0.07894736842105263,0.0,0.06938325991189428,0.0,0.0,0.1764705882352941,False
238,ham,0.042105263157894736,0.0,0.039647577092511016,0.020833333333333332,0.0,0.14705882352941177,False
239,ham,0.13157894736842105,0.06666666666666667,0.157488986784141,0.11458333333333333,0.0,0.2647058823529412,True
240,spam,0.13157894736842105,0.0,0.157488986784141,0.03125,0.5106382978723404,0.3529411764705882,True
241,ham,0.05263157894736842,0.06666666666666667,0.05396475770925111,0.010416666666666666,0.0,0.23529411764705882,False
242,ham,0.03684210526315789,0.13333333333333333,0.047356828193832606,0.0,0.0,0.5,True
243,ham,0.08421052631578947,0.0,0.08920704845814979,0.05208333333333333,0.0,0.20588235294117646,False
244,ham,0.18421052631578946,0.13333333333333333,0.1685022026431718,0.05208333333333333,0.02127659574468085,0.29411764705882354,False
245,ham,0.03684210526315789,0.0,0.03854625550660794,0.010416666666666666,0.0,0.29411764705882354,False
246,ham,0.09473684210526316,0.13333333333333333,0.08370044052863437,0.020833333333333332,0.0,0.23529411764705882,False
247,ham,0.042105263157894736,0.0,0.030837004405286344,0.0,0.0,0.14705882352941177,False
248,ham,0.031578947368421054,0.06666666666666667,0.03193832599118943,0.010416666666666666,0.02127659574468085,0.20588235294117646,False
249,ham,0.1631578947368421,0.06666666666666667,0.15859030837004406,0.05208333333333333,0.0,0.2647058823529412,False
250,spam,0.11052631578947368,0.13333333333333333,0.1629955947136564,0.03125,0.46808510638297873,0.5882352941176471,True
251,ham,0.042105263157894736,0.26666666666666666,0.04625550660792952,0.0,0.02127659574468085,0.20588235294117646,False
252,ham,0.17894736842105263,0.13333333333333333,0.19493392070484583,0.11458333333333333,0.0,0.2647058823529412,False
253,ham,0.031578947368421054,0.0,0.027533039647577095,0.020833333333333332,0.0,0.14705882352941177,False
254,ham,0.19473684210526315,0.26666666666666666,0.19493392070484583,0.03125,0.0425531914893617,0.23529411764705882,False
255,ham,0.05263157894736842,0.0,0.039647577092511016,0.010416666666666666,0.0,0.14705882352941177,False
256,ham,0.10526315789473684,0.06666666666666667,0.10462555066079296,0.0,0.0,0.3235294117647059,False
257,ham,0.04736842105263158,0.0,0.045154185022026436,0.03125,0.0,0.14705882352941177,False
258,ham,0.03684210526315789,0.0,0.03744493392070485,0.041666666666666664,0.0,0.14705882352941177,False
259,spam,0.13157894736842105,0.06666666666666667,0.16740088105726875,0.041666666666666664,0.2978723404255319,0.3235294117647059,True
260,ham,0.08421052631578947,0.0,0.07929515418502203,0.05208333333333333,0.0,0.1764705882352941,True
261,ham,0.005263157894736842,0.0,0.0011013215859030836,0.0,0.0,0.08823529411764705,False
262,ham,0.09999999999999999,0.0,0.09140969162995596,0.03125,0.0,0.23529411764705882,False
263,ham,0.05263157894736842,0.0,0.05396475770925111,0.03125,0.2127659574468085,0.29411764705882354,True
264,spam,0.12105263157894737,0.0,0.13105726872246698,0.0,0.2765957446808511,0.3235294117647059,False
